Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Voise,VOISE,0.0222833,1003450.0,11116860.6471,,,
Linda,LINDA,0.00130906,120218.0,11077023.3839,,,
Pirl,PIRL,0.968685,85519.4,10893742.391,,,
Playkey,PKT,0.794104,5233.6,10824838.5398,,,
Polis,POLIS,10.167,158820.0,10791755.2762,,,
AICHAIN,AIT,0.0556089,65975.9,10762310.514,,,
BitcoinZ,BTCZ,0.0085654,138370.0,10639619.9308,,,
Pluton,PLU,12.4523,4692.84,10584448.7738,,,
Zilla,ZLA,0.281641,1253630.0,10495828.5219,,,
CHIPS,CHIPS,0.500899,51626.3,10448245.7124,,,
Novacoin,NVC,5.20554,24125.0,10412395.1956,,,
HEAT,HEAT,0.318139,2104.34,10389147.184,,,
OBITS,OBITS,0.656021,17454.9,10282866.7306,,,
B2BX,B2B,0.600593,1900150.0,9934272.1537,,,
Sequence,SEQ,0.217529,21992.7,9882281.23562,,,
Change,CAG,0.265281,1903350.0,9844547.8845,,,
AidCoin,AID,0.291766,387479.0,9748770.39956,,,
ArtByte,ABY,0.0122974,77245.6,9746147.57815,,,
HelloGold,HGT,0.0369974,143029.0,9731598.30978,,,
Block Array,ARY,0.141526,247582.0,9684728.65732,,,
Spectre.ai Ut...,SXUT,0.392994,7688650.0,9639968.92529,,,
Gatcoin,GAT,0.0181348,29701.9,9608931.39934,,,
Travelflex,TRF,0.122485,12831.4,9230512.93044,,,
Devery,EVE,0.145608,69261.8,9161423.84328,,,
NuBits,USNBT,0.993596,9064250.0,9123912.70358,,,
Vcash,XVC,0.567102,79787.8,8731537.41937,,,
Cryptopay,CPAY,0.129513,12910.7,8577435.40186,,,
DopeCoin,DOPE,0.0731542,30157.3,8547719.17816,,,
Flixxo,FLIXX,0.112557,18729.0,8470291.86449,,,
TransferCoin,TX,1.33161,2575630.0,8462410.84542,,,
Lampix,PIX,0.062243,26807.7,8422848.30413,,,
RussiaCoin,RC,1.00096,1058.89,8385915.7009,,,
Elite,1337,0.000326939,7240.13,8377934.12675,,,
EchoLink,EKO,0.0602074,863719.0,8324710.48371,,,
Iungo,ING,0.206245,48286.3,8249800.0,,,
HyperStake,HYP,0.00715267,7904.67,8240958.97485,,,
Ethereum Movi...,EMV,1.24582,1629.44,8180883.83612,,,
Qwark,QWARK,0.158589,92739.5,8155355.82089,,,
Sumokoin,SUMO,2.87083,74142.8,8116012.8225,,,
SureRemit,RMT,0.0162299,25547.9,8114950.0,,,
EventChain,EVC,0.258233,1454.46,8069909.5918,,,
Aigang,AIX,0.448586,119896.0,8010618.08108,,,
Memetic / Pep...,MEME,0.367566,8270800.0,7980255.67648,,,
HEROcoin,PLAY,0.0665683,22522.6,7925438.69068,,,
LIFE,LIFE,0.000571972,167391.0,7924147.32598,,,
CVCoin,CVCOIN,0.79052,1007.97,7776371.32716,,,
EuropeCoin,ERC,0.774599,26383.5,7760233.63908,,,
Sociall,SCL,0.459496,4941.6,7680025.17967,,,
vTorrent,VTR,0.709177,75496.3,7670434.19421,,,
Bitcoin Plus,XBC,71.2191,45199.6,7567394.70477,,,
Synergy,SNRG,2.18329,24695.8,7553970.47443,,,
Pesetacoin,PTC,0.0564628,10601.2,7506097.69049,,,
Publica,PBL,0.402515,43468.9,7479909.07524,,,
Breakout Stake,BRX,1.19032,38067.4,7461023.95429,,,
Internxt,INXT,11.8386,22016.1,7453695.53576,,,
Bitmark,BTM,0.89451,42635.6,7443548.6787,,,
Farad,FRD,0.0545185,21554.3,7430570.02865,,,
GoldCoin,GLD,0.179391,20019.6,7330190.36944,,,
Kore,KORE,3.61142,1315810.0,7303970.14211,,,
Bonpay,BON,0.6464,131138.0,7298050.60518,,,
Mercury Protocol,GMT,0.0423077,10649.5,7268870.06408,,,
Eroscoin,ERO,0.038714,101665.0,7229607.216,,,
TrueFlip,TFL,1.15408,237821.0,7209845.89936,,,
Verify,CRED,0.575891,17669.1,7121369.05275,,,
VeriumReserve,VRM,4.69282,65704.5,7120516.52775,,,
ZrCoin,ZRC,1.87017,49846.7,7120010.23482,,,
APX,APX,9.92401,5007.85,6978355.42779,,,
Viuly,VIU,0.0104009,1124470.0,6940961.74477,,,
DAO.Casino,BET,0.0414443,652.516,6932422.07384,,,
adbank,ADB,0.0180388,52297.2,6823139.59676,,,
ExclusiveCoin,EXCL,1.51912,18937200.0,6803760.21912,,,
Bela,BELA,0.165236,33627.2,6653723.248,,,
Sharechain,SSS,0.00296295,4234.28,6648929.61008,,,
Denarius,DNR,2.79181,24554.1,6640169.32757,,,
Bulwark,BWK,2.15946,130766.0,6631373.41877,,,
Monkey Project,MONK,11.122,54374.1,6604165.00217,,,
LendConnect,LCT,3.0438,427121.0,6577830.83936,,,
Riecoin,RIC,0.154615,1988600.0,6489972.35572,,,
MyWish,WISH,0.343576,112608.0,6467839.34974,,,
Dotcoin,DOT,0.022508,45253.9,6426242.199,,,
GCN Coin,GCN,4.19668e-05,2490.27,6395197.26961,,,
Wild Crypto,WILD,0.260631,38231.3,6352478.3392,,,
AdShares,ADST,0.32722,15169.2,6341230.08366,,,
Monoeci,XMCC,2.00296,14077.0,6264672.661,,,
2GIVE,2GIVE,0.0119937,14755.0,6229115.44692,,,
Uniform Fisca...,UFO,0.00174459,719.677,6226552.94855,,,
Yocoin,YOC,0.0552177,17238.3,6145779.72123,,,
Creditbit,CRB,0.368369,87600.2,6100343.22093,,,
DigiPulse,DGPT,4.3266,36635.5,6068668.23797,,,
Blockpool,BPL,0.271502,2201.5,6052835.72308,,,
FLiK,FLIK,0.100272,7894.49,6028721.85836,,,
Bitcloud,BTDX,0.303795,4687.51,5907133.81149,,,
Hawala.Today,HAT,3.94422,29915.7,5895161.37126,,,
Dovu,DOVU,0.0923825,6619.25,5893379.94997,,,
Breakout,BRK,0.313463,27673.0,5849911.83153,,,
Blitzcash,BLITZ,1.40342,20406.2,5796746.55007,,,
Primalbase Token,PBT,4633.57,1365830.0,5791962.5,,,
XGOX,XGOX,0.00375735,47942.7,5779686.00842,,,
REAL,REAL,0.574628,860.822,5778354.01108,,,
FedoraCoin,TIPS,1.30159e-05,2847.88,5768232.74605,,,
MCAP,MCAP,0.549548,134599.0,5764758.52,,,
Tokes,TKS,3.77332,10370.8,5756399.64596,,,
Global Jobcoin,GJC,0.423077,7841.53,5690383.43155,,,
Social Send,SEND,0.17693,32403.8,5674986.24232,,,
Hush,HUSH,1.70086,36754.9,5665160.70575,,,
Creativecoin,CREA,0.417243,45564.0,5659857.66222,,,
Sprouts,SPRTS,1.61915e-06,14236.3,5600992.43015,,,
TeslaCoin,TES,0.0750175,23019.5,5593052.65509,,,
Karbo,KRB,1.0231,30092.2,5549883.19533,,,
CannabisCoin,CANN,0.0707938,117451.0,5467488.39442,,,
HunterCoin,HUC,0.251876,5919.78,5437496.56924,,,
AudioCoin,ADC,0.0062932,10529.9,5388988.24254,,,
Vsync,VSX,0.032178,9676.76,5355176.29038,,,
Upfiring,UFR,0.330273,11368.0,5312441.20691,,,
GoldMint,MNTP,3.08196,417288.0,5285549.07216,,,
vSlice,VSL,0.157336,13464.0,5253527.08391,,,
SpreadCoin,SPR,0.54153,88504.9,5231090.59383,,,
FlypMe,FYP,0.2944,1033.36,5192827.6864,,,
Zero,ZER,1.90422,20430.8,5112487.9404,,,
Zeitcoin,ZEIT,0.000136683,10683.8,5053332.58574,,,
Obsidian,ODN,0.201279,70484.1,5031975.0,,,
Masternodecoin,MTNC,0.10304,2200.04,5024975.89428,,,
Project Decorum,PDC,0.097043,20828.7,4852150.0,,,
Jesus Coin,JC,0.000327149,21100.1,4847426.87018,,,
Tracto,TRCT,0.298185,21568.3,4835638.95479,,,
Terracoin,TRC,0.213825,5051.3,4779861.73961,,,
Altcoin,ALT,38.5584,3051.84,4749441.27231,,,
BunnyCoin,BUN,4.61822e-05,985.507,4743784.65329,,,
EverGreenCoin,EGC,0.349727,29392.6,4658818.48358,,,
Privatix,PRIX,3.90618,7920.09,4619713.23123,,,
DNotes,NOTE,0.0348951,2626.09,4615287.05769,,,
Sexcoin,SXC,0.0365402,13649.3,4611573.5692,,,
ATLANT,ATL,0.348343,362937.0,4606845.34066,,,
Opus,OPT,0.0327111,5073.42,4582188.84304,,,
DraftCoin,DFT,1.63521,445158.0,4572351.97347,,,
BuzzCoin,BUZZ,0.000248146,20659.4,4562221.0575,,,
TrustPlus,TRUST,0.142075,16596.1,4558703.0221,,,
Bitzeny,ZNY,0.0601802,29385.1,4550495.7329,,,
Bitswift,SWIFT,1.15176,55524.9,4474166.9139,,,
Ixcoin,IXC,0.211015,6249.7,4431122.55411,,,
MAZA,MZC,0.00414341,18693.3,4372728.18611,,,
Coinlancer,CL,0.0613744,16109.8,4337131.16106,,,
Magi,XMG,0.556542,41807.6,4318386.30963,,,
Regalcoin,REC,0.337316,12370.2,4317310.67262,,,
TrezarCoin,TZC,0.0449218,24567.7,4203817.98144,,,
PutinCoin,PUT,0.0118367,17029.0,4172983.96842,,,
Speed Mining ...,SMS,39.7728,14180.3,4165814.48679,,,
HollyWoodCoin,HWC,4.35387,141927.0,4143163.81256,,,
BlueCoin,BLU,0.00720803,2864.57,4142337.16998,,,
Startcoin,START,0.090131,59619.1,4063086.10184,,,
Ergo,EFYT,10.2184,687.744,4059770.32,,,
e-Gulden,EFL,0.245548,20663.4,4016072.34585,,,
Greencoin,GRE,0.00104277,4608.95,4004458.53554,,,
Indorse Token,IND,0.0846121,174596.0,3935155.76398,,,
Rupee,RUP,0.171569,15717.0,3931752.41005,,,
Anoncoin,ANC,1.85363,7962.0,3911746.64491,,,
FORCE,FOR,0.0334667,2933.5,3871049.91182,,,
Innova,INN,1.86453,46047.6,3854373.05614,,,
ChainCoin,CHC,0.258091,10097.9,3825170.36702,,,
Interstellar ...,HOLD,0.0248549,10124.8,3813948.56323,,,
MarteXcoin,MXT,1.30812,2090.5,3794572.68486,,,
MicroMoney,AMM,0.369033,1862200.0,3758924.19498,,,
Qvolta,QVT,0.551091,14697.4,3710373.3608,,,
Ignition,IC,10.9299,40072.5,3691041.64271,,,
Zephyr,ZEPH,0.0284167,2479.3,3580235.24676,,,
Ethbits,ETBS,2.50392,1458.85,3484464.11163,,,
bitJob,STU,0.071232,1154320.0,3422269.55228,,,
ParkByte,PKB,0.71505,62814.2,3406517.03068,,,
Crypto Bullion,CBX,3.36096,8627.8,3394583.56902,,,
Quark,QRK,0.0131848,3697.31,3357695.96148,,,
CampusCoin,CMPCO,0.00939791,24928.9,3333439.12423,,,
ProCurrency,PROC,0.0342553,38894.8,3328317.18147,,,
UnbreakableCoin,UNB,1.45674,84293800.0,3318672.231,,,
Magnet,MAG,0.188924,21756.4,3301580.64101,,,
eBoost,EBST,0.274992,162121.0,3299904.0,,,
Hexx,HXX,2.11602,102078.0,3245293.51412,,,
Carboncoin,CARBON,0.000209659,3498.98,3227074.93249,,,
Condensate,RAIN,0.0224759,6483.83,3212994.09594,,,
GanjaCoin,MRJA,0.310538,33047.3,3210321.47238,,,
InflationCoin,IFLT,7.99468e-05,563.493,3177867.19213,,,
PiplCoin,PIPL,0.0380062,10226.4,3171399.16112,,,
Adzcoin,ADZ,0.0722992,5003.32,3140596.9491,,,
IntenseCoin,ITNS,0.00818131,5706.17,3104591.17645,,,
Ellaism,ELLA,0.580997,37327.2,3075156.11631,,,
EquiTrader,EQT,0.299961,5014.88,3074834.47112,,,
CrowdCoin,CRC,2.31002,51092.8,3058189.2776,,,
Pylon Network,PYLNT,8.94104,3494.84,3042344.90213,,,
Bitdeal,BDL,0.0173147,20436.8,3040180.70066,,,
onG.social,ONG,0.216838,9200.76,2962383.39801,,,
LiteDoge,LDOGE,0.000197416,8605.04,2952223.62433,,,
IncaKoin,NKA,0.000218082,13188.3,2931555.09452,,,
CryptoPing,PING,0.290743,108839.0,2893500.21213,,,
Oceanlab,OCL,0.0614888,5553.35,2859229.2,,,
MagicCoin,MAGE,0.387736,3330.23,2836600.93375,,,
Smartlands,SLT,0.555712,11040.6,2834628.92345,,,
Giga Watt Token,WTT,0.949765,63644.0,2754318.5,,,
Unity Ingot,UNY,0.0136296,1383.03,2753179.2,,,
SmileyCoin,SMLY,0.000105902,1042.63,2749242.3955,,,
STRAKS,STAK,1.30315,14745.1,2736213.63015,,,
Embers,MBRS,0.0546276,1465.03,2731380.0,,,
FundYourselfNow,FYN,3.2033,1650.55,2722805.0,,,
Pure,PURE,0.79608,7227.42,2713168.6831,,,
Cream,CRM,0.0580122,34836.7,2613659.18573,,,
TheGCCcoin,GCC,0.00436148,8574.79,2556966.69743,,,
Footy Cash,XFT,0.5502,658.959,2526027.3465,,,
Unify,UNIFY,0.139523,5265.45,2491996.68873,,,
PlusCoin,PLC,0.000474872,1202.75,2456191.66398,,,
Chronologic,DAY,3.87209,3311.48,2423012.85336,,,
Accelerator N...,ACC,8.34766,2411.67,2415043.95714,,,
Intelligent T...,ITT,0.245776,158786.0,2408580.01207,,,
ELTCOIN,ELTCOIN,0.0261122,5501.29,2350098.0,,,
Linx,LINX,0.125572,27967.9,2320267.61755,,,
42-coin,42,54858.1,2632.6,2304038.60143,,,
NobleCoin,NOBL,0.000981334,3439.3,2278916.1201,,,
OP Coin,OPC,0.0159186,21892.1,2272731.83229,,,
KekCoin,KEK,0.213058,2715.57,2249190.45389,,,
POLY AI,AI,0.755302,250735.0,2237573.05852,,,
DigitalPrice,DP,0.11916,11236.6,2228372.31384,,,
Miners' Rewar...,MRT,0.219105,53630.4,2191050.0,,,
SkinCoin,SKIN,0.0247511,211822.0,2182638.20608,,,
Fastcoin,FST,0.0136296,795.877,2138667.19805,,,
Growers Inter...,GRWI,1.81569,22261.2,2136001.62438,,,
Photon,PHO,9.7749e-05,1932.02,2123008.59543,,,
ArcticCoin,ARC,0.0835522,5026.18,2059491.11663,,,
Canada eCoin,CDN,0.020685,1867.76,2015040.53221,,,
Bytecent,BYC,0.986676,10800.9,1992821.41854,,,
Renos,RNS,0.0595548,1341.8,1986514.48304,,,
ArbitrageCT,ARCT,0.0231008,110998.0,1985631.85129,,,
Scorecoin,SCORE,0.0456126,3401.04,1903755.8925,,,
Orbitcoin,ORB,0.601448,3133.97,1897457.34006,,,
Dinastycoin,DCY,0.00125684,6339.98,1888506.2919,,,
Moin,MOIN,0.247556,3299.79,1845184.66539,,,
PetroDollar,XPD,0.0284817,10889.1,1822637.25736,,,
Unitus,UIS,0.0378359,1126.83,1770185.35786,,,
Zennies,ZENI,0.00174165,5464.0,1743065.67503,,,
FujiCoin,FJC,0.00130484,5517.59,1710570.54443,,,
Bata,BTA,0.337063,5896.53,1686081.19818,,,
Legends Room,LGD,0.84061,72488.0,1681220.0,,,
InsaneCoin,INSN,0.0903812,904.687,1663116.72833,,,
Zetacoin,ZET,0.00976413,2235.79,1636974.81702,,,
WorldCoin,WDC,0.0137785,2323.31,1626574.61957,,,
Bitcoin Scrypt,BTCS,0.0968249,1805.5,1624110.61482,,,
BiblePay,BBP,0.00366524,5747.23,1606526.63212,,,
FuckToken,FUCK,0.0310951,2238.48,1598066.65877,,,
Skeincoin,SKC,0.120486,1706.32,1590996.79398,,,
Emphy,EPY,0.207221,1589.36,1588742.25388,,,
StarCredits,STRC,0.351099,2458.23,1579945.5,,,
NetCoin,NET,0.00196267,22183.8,1544869.98296,,,
VIVO,VIVO,1.1157,25467.3,1541674.26,,,
Jetcoin,JET,0.223388,87326.6,1524337.4435,,,
Machinecoin,MAC,0.0730548,3433.54,1504665.88272,,,
PopularCoin,POP,0.000437472,1903.94,1497030.19163,,,
WandX,WAND,0.118681,8652.19,1453146.18179,,,
ERA,ERA,0.00477124,5436.79,1400651.83147,,,
PlatinumBAR,XPTX,2.26275,672.977,1399671.52403,,,
Kolion,KLN,1.98479,119706.0,1390393.02996,,,
REX,REX,0.159497,1715.79,1381364.59973,,,
Copico,XCPO,0.0873726,8572.98,1375827.34941,,,
Kubera Coin,KBR,0.0119415,141271.0,1366385.7653,,,
Kobocoin,KOBO,0.05531,840.343,1366170.69943,,,
Bitradio,BRO,0.219467,1397.47,1350171.45092,,,
Piggycoin,PIGGY,0.00272593,1460.58,1334146.78576,,,
Guncoin,GUN,0.00654222,1994.79,1330263.79533,,,
RouletteToken,RLT,0.129535,151900.0,1323491.08686,,,
Digitalcoin,DGC,0.0457749,1518.0,1294414.76467,,,
Suretly,SUR,5.75965,8596.05,1275583.36492,,,
Ethereum Cash,ECASH,0.0902413,6814.46,1272402.33,,,
HOdlcoin,HODL,0.00774163,10114.0,1272282.11847,,,
BitBar,BTB,34.6575,2547.8,1263235.07249,,,
Sugar Exchange,SGR,0.349979,65985.8,1224926.5,,,
FirstCoin,FRST,0.645499,138359.0,1207041.94716,,,
EthBet,EBET,0.138148,2374.93,1174603.37,,,
LeviarCoin,XLC,0.105003,18776.9,1141619.91434,,,
Soma,SCT,0.270521,2504.66,1126910.69197,,,
QubitCoin,Q2C,0.00436148,2842.18,1083663.54745,,,
Elcoin,EL,0.0963767,3335.93,1080283.24987,,,
Ace,ACE,0.279855,271610.0,1077697.53747,,,
Rupaya,RUPX,0.153125,6009.99,1074031.0,,,
CryptoCarbon,CCRB,0.295415,7443.96,1052301.02106,,,
Megacoin,MEC,0.0280196,4750.79,1032927.84352,,,
Capricoin,CPC,0.514474,40427.0,1023826.41133,,,
Elementrem,ELE,0.0392533,883.198,1021236.10697,,,
LanaCoin,LANA,0.00114923,1012.34,1007906.74225,,,
Deutsche eMark,DEM,0.0277751,3331.97,980222.768015,,,
TOKYO,TOKC,0.00787037,91015.0,979211.738264,,,
Triangles,TRI,8.8308,1275.21,935468.25967,,,
Cryptojacks,CJ,0.00227688,6427.96,925707.870499,,,
TrumpCoin,TRUMP,0.139791,2769.37,922385.522098,,,
Authorship,ATS,0.0114742,1076.42,917936.0,,,
eBitcoinCash,EBCH,0.0974966,1092.43,905304.6793,,,
Sovereign Hero,HERO,189.553,25122.7,904736.469,,,
TittieCoin,TTC,0.000717657,1111.7,904116.082575,,,
Abjcoin,ABJ,0.108993,1309.86,900847.530958,,,
Happycoin,HPC,0.064744,25065.7,881056.181553,,,
Cryptonite,XCN,0.00218074,3145.05,865070.700354,,,
DFSCoin,DFS,0.0503993,3698.81,864209.980468,,,
WavesGo,WGO,0.0897709,1939.92,853157.856832,,,
Nyancoin,NYAN,0.00261709,2645.58,834666.684242,,,
Bit20,BTWTY,820447.0,1020.1,833574.152,,,
FuelCoin,FC2,0.00817778,929.509,831542.385072,,,
ERC20,ERC20,0.000527814,13468.8,831170.428513,,,
Rimbit,RBT,0.00420247,2808.73,830328.43569,,,
Equal,EQL,0.0030657,106168.0,817251.187158,,,
Bitcoin Red,BTCRED,0.0396509,6535.67,814826.034611,,,
Netko,NETKO,0.16517,1623.98,805160.8058,,,
CryptoForecast,CFT,0.0173369,2230.13,797497.4,,,
Billionaire T...,XBL,0.242462,750.092,792432.162161,,,
UltraCoin,UTC,0.0172279,3837.55,790175.256988,,,
Mineum,MNM,0.0825974,1576.47,779419.367154,,,
Royal Kingdom...,RKC,0.287821,5810.13,777116.7,,,
MojoCoin,MOJO,0.0632712,5708.36,770201.583024,,,
Manna,MANNA,0.0172279,551.613,752395.331938,,,
Pioneer Coin,PCOIN,0.32722,8885.12,749789.389781,,,
Minereum,MNE,0.328859,5900.45,748149.18467,,,
iEthereum,IETH,0.0415293,1551.47,746779.8726,,,
Octanox,OTX,0.0871796,3223.99,741026.68718,,,
HomeBlockCoin,HBC,0.144465,26362.9,722325.0,,,
Centurion,CNT,0.0097428,520.336,719777.297982,,,
Titcoin,TIT,0.0144057,805.219,718818.530712,,,
Argentum,ARG,0.0774333,1005.47,701769.282391,,,
Pakcoin,PAK,0.0140527,1940.23,699159.76729,,,
PureVidz,VIDZ,0.00555514,507.227,695946.68655,,,
Ethereum Gold,ETG,0.0569903,5623.44,683883.6,,,
GlassCoin,GLS,0.242171,3171.24,682271.777242,,,
Steneum Coin,STN,0.299235,20130.4,676761.663179,,,
Ammo Reloaded,AMMO,0.00861393,623.976,669972.326634,,,
Eternity,ENT,0.160721,1117.92,666242.820585,,,
Joulecoin,XJO,0.0184621,2109.42,648780.558288,,,
Chronos,CRX,0.00859621,1013.29,633798.235883,,,
Garlicoin,GRLC,0.150704,11713.6,631207.218708,,,
AdCoin,ACC,0.108601,45902.7,628472.65415,,,
DigitalDevelo...,DDF,0.121999,1777.68,624428.335693,,,
AmsterdamCoin,AMS,0.0123266,648.751,618818.570006,,,
Bitgem,BTG,9.88081,18875.9,595042.531485,,,
Desire,DSR,0.58312,15782.6,590488.88744,,,
Phoenixcoin,PXC,0.00905008,750.598,583959.22709,,,
HiCoin,XHI,0.00306142,35459.4,580843.186243,,,
FUNCoin,FUNC,0.0980348,1270.38,573364.508744,,,
Roofs,ROOFS,0.00436148,15248.8,566992.4,,,
Blakecoin,BLC,0.0372146,565.376,562785.124995,,,
WhaleCoin,WHL,0.0761079,53828.8,547715.068824,,,
GoldBlocks,GB,0.0349577,1249.13,539171.278071,,,
Coin2.1,C2,0.00686934,1455.29,537498.202609,,,
DigiCube,CUBE,0.000218074,904.018,529729.225324,,,
SuperCoin,SUPER,0.0109444,1196.33,526676.226534,,,
Motocoin,MOTO,0.0273971,1632.7,522151.672438,,,
Kurrent,KURT,0.00843647,1598.58,517702.404774,,,
ZoZoCoin,ZZC,0.872819,2355.53,515618.671841,,,
bitBTC,BITBTC,12202.2,3605.69,512801.11566,,,
Visio,VISIO,0.00993048,1382.38,506029.372991,,,
Virta Unique ...,VUC,0.00818669,2297.7,505300.926853,,,
MACRON,MCRN,0.00124008,1590.71,497794.650562,,,
CarTaxi Token,CTX,0.0124353,7783.94,496518.449083,,,
Coin(O),CNO,0.00468859,723.775,493488.025697,,,
Confido,CFD,0.0543956,558.77,489560.4,,,
CoinonatX,XCXT,0.0264255,1653.63,484252.173254,,,
8Bit,8BIT,0.326893,576.378,479826.878118,,,
Litecoin Plus,LCP,0.436148,2891.89,478361.719048,,,
TEKcoin,TEK,0.000328512,3457.43,464533.892113,,,
Newbium,NEWB,0.00919833,1271.39,459916.5,,,
Fujinto,NTO,0.00683807,1213.9,449961.745829,,,
DaxxCoin,DAXX,0.000872297,1303.22,444195.823636,,,
Crystal Clear,CCT,0.0865215,3246.81,443258.198655,,,
808Coin,808,0.000111032,88335.8,441706.153262,,,
PostCoin,POST,0.0277823,2677.32,440856.001263,,,
GlobalToken,GLT,0.015669,762.864,438280.7328,,,
KushCoin,KUSH,0.0784031,6457.8,430762.156075,,,
Kayicoin,KAYI,0.00150056,7302.99,426677.812439,,,
AquariusCoin,ARCO,0.262343,557.715,424588.899677,,,
Bolivarcoin,BOLI,0.0455166,642.498,423855.130805,,,
Helleniccoin,HNC,0.00643453,7777.09,421699.02415,,,
OctoCoin,888,0.00797059,2585.2,421147.278661,,,
bitSilver,BITSILVER,19.0894,1588.4,418953.15286,,,
Advanced Inte...,AIB,0.0164577,1799.8,392956.674936,,,
Influxcoin,INFX,0.228815,124161.0,382895.229505,,,
DIBCOIN,DIBC,0.0756519,1290.14,378259.5,,,
CannaCoin,CCN,0.0801423,1728.89,376773.174733,,,
Sativacoin,STV,0.0525869,5252.45,372834.996817,,,
LiteBar,LTB,0.417939,905.634,370734.078859,,,
Senderon,SDRN,0.00839585,3589.81,368770.088361,,,
BERNcash,BERN,0.0051217,712.053,364840.718468,,,
VirtualCoin,VC,0.0359822,2834.17,362135.17508,,,
LeaCoin,LEA,0.00107017,2590.14,362108.81605,,,
SagaCoin,SAGA,1.62138,43566.5,359604.004428,,,
Ethereum Dark,ETHD,0.2395,12961.1,359250.0,,,
Philosopher S...,PHS,0.0589891,1316.38,354780.530874,,,
SpaceCoin,SPACE,0.0161721,699.706,352189.174978,,,
Atomic Coin,ATOM,0.0236559,1001.22,350138.625869,,,
Onix,ONX,0.0126487,2757.41,346989.434442,,,
Mao Zedong,MAO,0.0550637,578.718,343869.070238,,,
C-Bit,XCT,0.00218074,1502.74,343741.050648,,,
GlobalBoost-Y,BSTY,0.0245059,19610.1,338562.778758,,,
Virtacoinplus,XVP,0.0305412,1518.63,333773.871592,,,
Honey,HONEY,0.719483,2009.6,323332.062785,,,
bitGold,BITGOLD,1639.27,860.775,318280.6632,,,
Pascal Lite,PASL,0.0626963,3298.03,314867.08823,,,
EOT Token,EOT,0.0139298,30309.1,311636.24058,,,
SixEleven,611,0.705544,1827.13,310011.915112,,,
RedCoin,RED,0.00414341,1185.39,307059.397365,,,
BitCoal,COAL,0.0663532,4313.13,298589.4,,,
Quebecoin,QBC,0.0186453,4676.71,287845.936302,,,
Qbic,QBIC,1.33799,19760.2,276602.618623,,,
NevaCoin,NEVA,0.104688,918.367,276096.80304,,,
ParallelCoin,DUO,0.876276,1075.39,275512.251532,,,
Global Tour Coin,GTC,0.00915911,9847.23,273742.004162,,,
Save and Gain,SANDG,0.0888652,2798.57,272354.068426,,,
PayCon,CON,0.0115099,891.84,265218.06778,,,
Eurocoin,EUC,0.0213464,1127.45,265048.73792,,,
LiteBitcoin,LBTC,0.00910367,4384.65,263463.241044,,,
BoostCoin,BOST,0.0218074,2804.57,258537.350872,,,
BriaCoin,BRIA,0.3603,632.65,253894.080204,,,
MustangCoin,MST,0.398391,1888.18,251123.075189,,,
Madcoin,MDC,0.133943,1574.96,243724.236487,,,
AllSafe,ASAFE2,0.0296531,1512.14,243164.617707,,,
PoSToken,POS,0.24809,1740.75,242230.546884,,,
BROTHER,BRAT,0.00141823,713.598,226916.8,,,
BipCoin,BIP,0.138477,1077.7,225338.247457,,,
EagleCoin,EAGLE,0.106664,4571.38,223292.611991,,,
Bitcoin Fast,BCF,0.0356551,3981.08,222246.271127,,,
Dalecoin,DALC,0.472197,1452.83,218876.058819,,,
FinCoin,FNC,0.0168175,1292.13,216586.982272,,,
ReeCoin,REE,8.01346e-05,1550.51,205144.576,,,
StarCash Network,STARS,0.218728,1175.23,199197.021387,,,
Zlancer,ZCG,0.0971016,5513.36,194942.628684,,,
CacheCoin,CACH,0.0454667,3414.04,190738.813891,,,
GPU Coin,GPU,0.00460632,734.83,186450.206324,,,
Beatcoin,XBTS,0.120584,640.715,183852.748182,,,
Money,$$$,0.0038163,1938.71,175119.388305,,,
300 Token,300,545.189,3756.99,163556.7,,,
X-Coin,XCO,0.0125812,907.833,155817.860051,,,
YENTEN,YTN,0.0351099,955.859,146242.476857,,,
Debitcoin,DBTC,0.00783266,832.691,140984.975468,,,
Eryllium,ERY,0.0250509,1009.77,140693.746886,,,
GoldPieces,GP,0.114895,2773.94,140190.39213,,,
Spots,SPT,0.00587943,685.377,131734.633462,,,
Kronecoin,KRONE,0.0226797,978.884,125915.468825,,,
Comet,CMT,0.14356,1255.59,125303.4748,,,
Marijuanacoin,MAR,0.0744723,750.639,121509.058958,,,
Master Swiscoin,MSCN,0.00247085,5033.23,111542.372989,,,
SongCoin,SONG,0.00337456,536.278,109893.558768,,,
SONO,ALTCOM,0.513347,1456.28,107122.142012,,,
Theresa May Coin,MAY,0.00309293,4310.38,102406.9123,,,
LiteCoin Ultra,LTCU,0.102237,3713.44,102165.676023,,,
iDice,ICE,0.0574625,606.359,90274.3237647,,,
VapersCoin,VPRC,0.000109037,1412.53,85062.4856997,,,
WomenCoin,WOMEN,0.00185363,32370.1,81968.2605872,,,
QuazarCoin,QCN,0.0109037,90121.7,74678.9291366,,,
HealthyWormCoin,WORM,0.000654222,1099.11,74357.3877237,,,
Iconic,ICON,0.119933,560.516,71107.4997335,,,
Printerium,PRX,0.00566993,518.301,67028.3695745,,,
Rawcoin,XRC,0.0766512,3322.45,54030.0511584,,,
BiosCrypto,BIOS,0.00228978,563.539,47677.1328691,,,
